Class	Age	Sex	Survival
S	adult	male	survived
S	adult	male	survived
S	adult	male	survived
S	adult	male	survived
S	adult	male	survived
S	adult	male	survived
S	adult	male	survived
S	adult	male	survived
S	adult	male	survived
S	adult	male	survived
S	adult	male	survived
S	adult	male	survived
S	adult	male	survived
S	adult	male	survived
S	adult	male	survived
S	adult	male	survived
S	adult	male	survived
S	adult	male	survived
S	adult	male	survived
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	male	died
S	adult	female	survived
S	adult	female	survived
S	adult	female	survived
S	adult	female	survived
S	adult	female	survived
S	adult	female	survived
S	adult	female	survived
S	adult	female	survived
S	adult	female	survived
S	adult	female	survived
S	adult	female	survived
S	adult	female	survived
S	adult	female	survived
S	adult	female	survived
S	adult	female	survived
S	adult	female	survived
S	adult	female	survived
S	adult	female	survived
S	adult	female	survived
S	adult	female	survived
S	adult	female	died
S	adult	female	died
S	adult	female	died
